CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_enc,Gender_enc,Cluster,DBSCAN
433,Spain,Male,27,2,0.0,2,1,1,153698.65,0,2,1,1,-1
781,France,Male,20,0,125023.1,2,1,1,108301.45,0,0,1,0,-1
840,Germany,Female,51,1,87779.83,1,0,1,36687.11,1,1,0,0,-1
662,Spain,Female,54,1,187997.15,1,0,0,111442.71,1,2,0,2,-1
576,Germany,Female,71,6,140273.47,1,1,1,193135.25,1,1,0,0,-1
525,Spain,Female,60,7,0.0,2,0,1,168034.9,0,2,0,1,-1
498,Germany,Male,45,7,109200.74,2,0,1,165990.44,0,1,1,0,-1
477,France,Male,22,5,82559.42,2,0,0,163112.9,1,0,1,1,-1
568,Spain,Male,27,5,126815.97,2,0,1,118648.12,0,2,1,0,-1
661,France,Male,26,8,0.0,2,0,0,196875.87,0,0,1,1,-1
847,France,Male,66,7,123760.68,1,0,1,53157.16,0,0,1,0,-1
685,Spain,Female,42,2,0.0,2,0,0,199992.48,0,2,0,1,-1
600,France,Male,46,10,95502.21,1,0,0,19842.18,0,0,1,0,-1
517,France,Male,56,9,142147.32,1,0,0,39488.04,1,0,1,2,-1
472,Spain,Female,32,1,159397.75,1,0,1,57323.18,0,2,0,0,-1
633,France,Female,60,8,69365.25,1,1,1,10288.24,0,0,0,0,-1
562,France,Female,57,3,0.0,3,1,0,6554.97,1,0,0,1,-1
561,Spain,Male,24,8,143656.55,1,0,1,180932.46,0,2,1,0,-1
436,Germany,Male,45,3,104339.11,2,1,1,183540.22,1,1,1,0,-1
662,France,Male,64,0,98848.19,1,0,1,42730.12,0,0,1,0,-1
850,Germany,Female,66,0,127120.62,1,0,1,118929.64,1,1,0,0,-1
586,France,Female,46,0,0.0,3,0,1,131553.82,1,0,0,1,-1
808,Spain,Female,67,10,124577.15,1,0,1,169894.4,0,2,0,0,-1
663,Spain,Female,58,5,216109.88,1,0,1,74176.71,1,2,0,0,-1
824,Germany,Male,77,3,27517.15,2,0,1,2746.41,0,1,1,1,-1
628,Spain,Male,50,8,0.0,1,0,0,144366.83,1,2,1,1,-1
454,Germany,Female,50,10,92895.56,1,1,0,154344.0,1,1,0,0,-1
631,Spain,Male,46,9,160736.63,1,0,1,93503.02,0,2,1,0,-1
619,France,Female,55,0,0.0,3,0,0,60810.64,1,0,0,1,-1
756,France,Male,31,10,122647.32,1,0,0,61666.87,0,0,1,2,-1
684,Spain,Female,24,9,79263.9,1,0,1,196574.48,0,2,0,0,-1
618,France,Female,42,2,0.0,4,0,0,111097.39,1,0,0,1,-1
705,France,Male,92,1,126076.24,2,1,1,34436.83,0,0,1,0,-1
718,France,Female,67,7,0.0,3,1,1,82782.08,0,0,0,1,-1
762,France,Female,44,7,159316.64,1,0,0,24780.13,0,0,0,3,-1
621,Spain,Female,43,8,0.0,1,0,0,102806.6,0,2,0,1,-1
585,France,Male,55,10,106415.57,3,1,1,122960.98,1,0,1,1,-1
487,Spain,Female,40,6,136093.74,1,0,1,193408.43,0,2,0,0,-1
623,Germany,Male,50,7,126608.37,1,0,1,645.61,1,1,1,0,-1
800,France,Male,60,6,88541.57,2,1,1,131718.12,0,0,1,0,-1
760,France,Male,38,6,162888.73,1,1,0,91098.76,1,0,1,3,-1
802,France,Female,39,7,120145.96,2,0,1,59497.01,1,0,0,0,-1
581,Spain,Female,24,10,159203.71,1,1,1,102517.83,1,2,0,0,-1
529,Spain,Female,44,1,0.0,2,0,0,14161.3,0,2,0,1,-1
765,France,Male,43,9,157960.49,2,0,0,136602.8,0,0,1,3,-1
469,Germany,Female,52,8,139493.25,3,0,0,150093.32,1,1,0,2,-1
600,France,Female,37,4,0.0,3,1,0,7312.25,1,0,0,1,-1
685,Spain,Female,30,2,0.0,3,1,1,172576.43,1,2,0,1,-1
610,France,Female,57,7,72092.95,4,0,1,113228.82,1,0,0,1,-1
850,France,Male,19,8,0.0,1,1,1,68569.89,0,0,1,1,-1
473,France,Female,25,6,110666.42,2,0,0,46758.42,0,0,0,2,-1
490,France,Male,39,1,0.0,3,1,0,171060.01,1,0,1,1,-1
511,Spain,Female,40,1,0.0,1,1,1,184118.73,0,2,0,1,-1
705,Germany,Female,54,3,125889.3,3,1,0,96013.5,1,1,0,2,-1
544,France,Male,48,10,78314.63,3,1,1,103713.93,1,0,1,1,-1
564,France,Female,36,7,206329.65,1,1,1,46632.87,1,0,0,0,-1
781,France,Female,48,0,57098.96,1,1,0,85644.06,1,0,0,1,-1
751,France,Male,30,3,165257.2,1,0,0,134822.05,0,0,1,3,-1
571,France,Male,49,4,180614.04,1,0,0,523.0,0,0,1,2,-1
576,France,Female,55,6,44582.07,3,0,1,67539.85,1,0,0,1,-1
696,Germany,Female,66,7,119499.42,2,1,1,174027.3,0,1,0,0,-1
532,France,Male,60,5,76705.87,2,0,1,13889.73,0,0,1,0,-1
611,France,Male,68,5,82547.11,2,1,1,146448.01,0,0,1,0,-1
569,Spain,Female,51,3,0.0,3,1,0,75084.96,1,2,0,1,-1
478,Spain,Male,48,0,83287.05,2,0,1,44147.95,1,2,1,0,-1
755,Germany,Male,43,6,165048.5,3,1,0,16929.41,1,1,1,3,-1
818,Germany,Female,72,8,135290.42,2,1,1,63729.72,0,1,0,0,-1
624,France,Female,71,4,170252.05,3,1,1,73679.59,1,0,0,0,-1
580,Germany,Male,76,2,130334.84,2,1,1,51672.08,0,1,1,0,-1
527,Spain,Male,53,8,0.0,1,1,1,51711.57,0,2,1,1,-1
698,Spain,Female,63,5,0.0,1,1,1,173576.71,0,2,0,1,-1
649,Germany,Male,24,7,101195.23,1,0,0,133091.32,0,1,1,2,-1
763,France,Male,67,1,149436.73,2,0,1,106282.74,0,0,1,0,-1
665,Spain,Female,32,10,0.0,1,1,1,22487.45,0,2,0,1,-1
805,Germany,Male,56,6,151802.29,1,1,0,46791.09,1,1,1,3,-1
640,France,Female,67,3,0.0,1,0,1,42964.63,0,0,0,1,-1
754,Spain,Female,50,7,146777.44,2,0,1,150685.52,0,2,0,0,-1
650,Spain,Male,24,8,108881.73,1,1,0,104492.83,0,2,1,2,-1
831,Spain,Female,44,10,0.0,1,0,1,47729.33,0,2,0,1,-1
588,Germany,Male,49,6,132623.76,3,1,0,36292.94,1,1,1,2,-1
796,Spain,Female,23,3,146584.19,2,0,0,125445.8,0,2,0,2,-1
553,Spain,Male,38,1,181110.13,2,1,0,184544.59,0,2,1,2,-1
681,Spain,Female,57,2,173306.13,1,0,1,131964.66,0,2,0,0,-1
826,France,Female,49,0,0.0,1,0,0,178709.98,1,0,0,1,-1
430,Germany,Female,66,6,135392.31,2,1,1,172852.06,1,1,0,0,-1
806,France,Female,67,1,0.0,2,0,1,103945.58,0,0,0,1,-1
612,Spain,Female,63,2,131629.17,2,1,0,122109.58,1,2,0,2,-1
529,France,Male,46,8,0.0,1,0,0,126511.94,1,0,1,1,-1
515,Germany,Male,45,7,120961.5,3,1,1,39288.11,1,1,1,0,-1
640,Germany,Male,23,3,72012.76,1,1,0,161333.13,0,1,1,0,-1
616,Germany,Female,28,10,105173.99,1,0,1,29835.37,1,1,0,0,-1
736,France,Female,42,7,117280.23,3,0,0,41921.06,1,0,0,2,-1
799,France,Male,70,8,70416.75,1,1,1,36483.52,0,0,1,0,-1
573,Spain,Female,72,8,98765.84,1,1,1,96015.53,0,2,0,0,-1
657,France,Male,33,1,84309.57,2,0,0,103914.4,0,0,1,1,-1
520,Spain,Female,30,4,145222.99,2,0,0,145160.96,0,2,0,2,-1
484,Germany,Female,55,8,149349.58,3,0,0,137519.92,1,1,0,2,-1
679,France,Male,41,8,147726.98,3,1,0,172749.4,1,0,1,2,-1
581,France,Male,54,4,89299.81,1,0,0,5558.47,1,0,1,0,-1
799,Germany,Male,31,9,154586.92,1,0,1,88604.89,1,1,1,3,-1
751,Spain,Female,34,8,127095.14,2,0,0,479.54,0,2,0,2,-1
777,Germany,Female,46,0,107362.8,1,1,0,487.3,0,1,0,2,-1
697,Spain,Male,62,7,0.0,1,1,0,129188.18,1,2,1,1,-1
664,Spain,Male,44,7,77526.66,3,0,0,57338.56,1,2,1,1,-1
605,Spain,Female,57,2,0.0,3,1,0,66652.75,1,2,0,1,-1
747,France,Female,47,5,139914.6,4,0,1,129964.56,1,0,0,1,-1
773,France,Female,41,7,190238.93,1,1,1,57549.65,0,0,0,3,-1
726,France,Female,53,1,113537.73,1,0,1,28367.21,0,0,0,0,-1
434,Spain,Male,33,3,0.0,1,1,1,2739.71,0,2,1,1,-1
762,Spain,Female,60,10,168920.75,1,1,0,31445.03,1,2,0,3,-1
606,Germany,Female,27,6,172310.33,1,0,1,111448.92,0,1,0,0,-1
620,France,Male,28,9,71902.52,1,0,1,190208.23,0,0,1,0,-1
491,France,Female,72,6,91285.22,1,1,1,7032.95,0,0,0,0,-1
547,Spain,Female,22,7,141287.15,1,1,0,118142.79,0,2,0,2,-1
627,France,Female,41,6,0.0,3,1,1,138700.75,1,0,0,1,-1
607,France,Female,39,10,0.0,3,1,0,132741.13,1,0,0,1,-1
850,Germany,Male,56,1,169743.83,1,0,0,155850.4,1,1,1,3,-1
616,France,Male,18,6,0.0,2,1,1,27308.58,0,0,1,1,-1
499,Spain,Female,42,0,147187.84,1,1,1,14868.94,1,2,0,0,-1
850,Spain,Male,54,7,108185.81,2,0,0,24093.4,1,2,1,2,-1
596,France,Male,21,4,210433.08,2,0,1,197297.77,1,0,1,0,-1
644,Spain,Male,54,6,0.0,1,0,1,84622.37,0,2,1,1,-1
598,Spain,Female,35,8,0.0,3,0,1,88658.73,0,2,0,1,-1
850,Germany,Female,36,3,169025.83,1,1,0,174235.06,0,1,0,3,-1
850,France,Male,30,10,153972.89,2,1,0,62811.03,0,0,1,3,-1
639,France,Male,77,6,80926.02,2,1,1,55829.25,0,0,1,0,-1
596,Spain,Male,20,3,187294.46,1,1,0,103456.47,0,2,1,2,-1
596,Spain,Male,67,6,0.0,2,1,1,138350.74,0,2,1,1,-1
519,France,Female,22,8,0.0,1,0,1,167553.06,0,0,0,1,-1
603,Spain,Female,56,5,90778.76,2,1,0,162223.67,1,2,0,1,-1
796,Spain,Male,56,6,94231.13,1,0,0,121164.6,1,2,1,0,-1
489,Spain,Male,58,4,0.0,2,1,1,191419.32,0,2,1,1,-1
850,Germany,Female,31,4,164672.66,1,0,1,61936.1,0,1,0,3,-1
753,Germany,Female,38,9,151766.71,1,1,1,180829.99,0,1,0,3,-1
610,Spain,Female,50,5,130554.51,3,1,0,184758.17,1,2,0,2,-1
646,Germany,Female,57,6,90212.0,1,1,0,13911.27,1,1,0,0,-1
528,France,Female,32,4,85615.66,2,1,0,156192.43,0,0,0,1,-1
778,Germany,Female,35,1,151958.19,3,1,1,131238.37,1,1,0,3,-1
790,Spain,Male,20,8,0.0,2,1,0,168152.76,0,2,1,1,-1
665,Germany,Female,43,2,116322.27,4,1,0,35640.12,1,1,0,2,-1
448,France,Female,36,6,83947.12,2,1,0,81999.53,0,0,0,1,-1
490,Spain,Male,40,6,156111.08,1,0,0,190889.13,0,2,1,2,-1
682,France,Male,28,10,200724.96,1,0,1,82872.64,1,0,1,0,-1
610,France,Male,41,6,0.0,3,0,0,56118.81,1,0,1,1,-1
814,Spain,Female,72,2,0.0,2,0,1,130853.03,0,2,0,1,-1
850,France,Female,81,1,0.0,2,1,1,59568.24,0,0,0,1,-1
760,Spain,Female,33,1,118114.28,2,0,1,156660.21,0,2,0,0,-1
630,Germany,Female,51,0,108449.23,3,0,0,88372.69,1,1,0,2,-1
584,Germany,Female,62,9,137727.34,2,0,1,121102.9,0,1,0,0,-1
706,Spain,Male,30,6,87609.68,2,0,0,137674.55,1,2,1,1,-1
738,Spain,Male,49,3,0.0,3,1,1,65066.48,1,2,1,1,-1
622,Spain,Female,36,0,108960.0,2,1,0,111180.3,1,2,0,2,-1
708,France,Male,52,10,105355.81,1,1,0,123.07,1,0,1,2,-1
629,France,Male,44,5,0.0,4,0,0,117572.59,1,0,1,1,-1
422,Spain,Female,54,4,0.0,2,1,1,7166.71,0,2,0,1,-1
697,France,Male,32,7,175464.85,3,1,0,116442.42,1,0,1,2,-1
718,France,Male,52,8,79475.3,3,1,1,32421.32,1,0,1,1,-1
676,Spain,Male,27,4,0.0,1,0,1,107955.67,0,2,1,1,-1
797,Germany,Female,33,10,83555.58,1,0,0,69767.14,0,1,0,0,-1
828,Spain,Male,42,10,0.0,1,1,1,186071.14,0,2,1,1,-1
619,Germany,Female,42,8,132796.04,3,1,1,191821.35,1,1,0,0,-1
794,Spain,Female,30,1,154970.54,1,0,1,156768.45,0,2,0,3,-1
418,France,Male,28,7,98738.92,1,1,0,122190.22,0,0,1,0,-1
430,France,Female,60,7,73937.02,1,1,0,161937.62,1,0,0,0,-1
828,France,Male,31,9,0.0,1,0,1,164257.37,0,0,1,1,-1
680,Germany,Female,31,3,127331.46,3,1,1,176433.6,0,1,0,0,-1
728,France,Female,69,1,0.0,2,1,1,131804.86,0,0,0,1,-1
822,Germany,Female,46,3,115074.02,2,1,0,26249.86,0,1,0,2,-1
850,France,Male,28,8,99986.98,1,1,0,196582.55,0,0,1,0,-1
723,Germany,Female,68,3,110357.0,1,0,0,141977.54,1,1,0,2,-1
790,Germany,Female,34,2,164011.48,1,1,0,199420.41,0,1,0,3,-1
431,Germany,Male,45,5,83624.55,2,0,0,36899.62,0,1,1,1,-1
704,France,Male,24,2,148197.15,2,1,0,182775.08,0,0,1,2,-1
706,Spain,Female,53,3,0.0,3,0,0,88479.02,1,2,0,1,-1
405,France,Male,39,10,0.0,1,1,0,160810.85,1,0,1,1,-1
754,France,Male,61,5,146622.35,1,1,1,41815.22,1,0,1,0,-1
634,Germany,Male,74,5,108891.7,1,1,0,10078.02,0,1,1,2,-1
723,Germany,Female,47,10,90450.0,2,0,0,103379.31,1,1,0,1,-1
592,France,Male,60,9,0.0,4,1,1,13614.01,1,0,1,1,-1
848,Spain,Male,35,5,120046.74,2,1,0,84710.65,0,2,1,2,-1
598,Spain,Female,64,1,62979.93,1,1,1,152273.57,0,2,0,0,-1
793,France,Male,56,8,119496.25,2,1,0,29880.99,0,0,1,2,-1
517,France,Male,62,1,43772.66,3,1,0,187756.24,1,0,1,1,-1
740,France,Female,60,5,108028.08,2,0,0,25980.42,1,0,0,2,-1
666,Germany,Male,71,1,53013.29,2,1,1,112222.64,0,1,1,1,-1
684,Germany,Male,18,9,90544.0,1,0,1,4777.23,0,1,1,0,-1
842,France,Male,44,3,141252.18,4,0,1,128521.16,1,0,1,1,-1
850,France,Female,35,2,128548.49,4,1,0,75478.95,1,0,0,2,-1
820,Spain,Female,31,2,94222.53,1,1,0,103570.8,0,2,0,0,-1
665,Spain,Female,51,8,0.0,1,1,1,38928.48,1,2,0,1,-1
441,France,Male,60,1,140614.15,1,0,1,174381.23,0,0,1,0,-1
601,Spain,Female,20,9,122446.61,2,1,0,86791.9,0,2,0,2,-1
766,France,Female,27,7,158786.67,2,0,1,47579.25,0,0,0,3,-1
850,Germany,Male,29,1,154640.41,1,1,1,164039.51,0,1,1,3,-1
636,Germany,Male,67,7,136709.35,1,0,1,66753.1,1,1,1,0,-1
850,Germany,Male,43,5,129305.09,2,0,1,19244.58,0,1,1,0,-1
736,France,Female,63,10,0.0,2,0,1,502.7,0,0,0,1,-1
711,France,Female,21,0,82844.33,2,0,1,1408.68,0,0,0,0,-1
583,Spain,Female,22,2,0.0,2,0,1,5985.36,0,2,0,1,-1
749,Germany,Female,33,10,76692.22,1,0,1,30396.43,0,1,0,0,-1
586,Spain,Female,33,10,66948.67,2,1,1,140759.03,0,2,0,1,-1
551,Spain,Male,76,2,128410.71,2,1,1,181718.73,0,2,1,0,-1
606,Germany,Male,38,3,99897.53,1,0,0,37054.65,0,1,1,0,-1
458,Germany,Male,44,7,84386.57,1,1,0,178642.73,0,1,1,0,-1
684,Germany,Male,59,9,122471.09,1,0,1,15807.07,0,1,1,0,-1
677,France,Male,58,9,0.0,1,0,1,168650.4,0,0,1,1,-1
703,France,Male,56,9,0.0,1,0,0,85547.33,1,0,1,1,-1
850,Spain,Male,48,2,0.0,1,1,0,169425.3,1,2,1,1,-1
850,France,Male,27,6,96654.72,2,0,0,152740.16,0,0,1,1,-1
644,Germany,Male,35,5,161591.11,3,1,1,63795.62,0,1,1,0,-1
494,Spain,Female,41,2,69974.66,2,1,0,188426.13,1,2,0,1,-1
850,Germany,Female,45,1,121874.89,1,0,0,6865.41,1,1,0,2,-1
792,France,Female,42,0,99045.93,2,1,0,47160.01,0,0,0,1,-1
635,France,Female,72,4,74812.84,1,0,1,27448.33,0,0,0,0,-1
613,Spain,Male,37,3,171653.17,1,0,1,5353.12,0,2,1,0,-1
620,France,Male,61,5,0.0,1,0,0,31641.52,1,0,1,1,-1
695,Spain,Male,56,1,0.0,3,1,0,187734.49,1,2,1,1,-1
807,France,Male,47,1,95120.59,1,0,0,127875.1,0,0,1,0,-1
782,France,Female,70,7,97072.42,1,0,1,131177.22,0,0,0,0,-1
781,Spain,Female,29,6,98759.89,1,0,0,112202.64,0,2,0,0,-1
850,France,Male,81,5,0.0,2,1,1,44827.47,0,0,1,1,-1
809,France,Female,38,2,154763.21,2,1,1,174800.31,0,0,0,3,-1
564,Germany,Female,30,0,100954.88,2,0,0,134175.15,0,1,0,2,-1
497,Spain,Male,27,7,149400.27,1,0,0,167522.19,0,2,1,2,-1
516,France,Male,51,8,120124.35,2,0,1,168773.54,0,0,1,0,-1
519,Germany,Female,21,1,151701.45,3,1,1,170138.68,1,1,0,0,-1
465,Germany,Male,24,6,156007.09,1,1,0,191368.37,0,1,1,2,-1
829,Germany,Male,28,3,132405.52,3,1,0,104889.2,1,1,1,2,-1
683,France,Female,73,8,137732.23,2,1,1,133210.44,0,0,0,0,-1
850,France,Female,46,2,157866.77,1,1,1,18986.12,0,0,0,3,-1
684,Spain,Male,39,4,207034.96,2,0,0,157694.76,1,2,1,2,-1
671,Spain,Male,50,8,0.0,1,0,1,2560.11,0,2,1,1,-1
698,Spain,Female,50,1,0.0,4,1,0,88566.9,1,2,0,1,-1
835,France,Male,23,9,0.0,1,1,0,19793.73,1,0,1,1,-1
811,France,Female,47,3,123365.34,2,0,0,171995.34,0,0,0,2,-1
652,France,Female,31,3,103696.97,3,0,0,155221.05,1,0,0,2,-1
484,France,Female,50,2,90408.16,2,0,0,48170.57,0,0,0,1,-1
609,France,Male,48,1,108019.27,3,1,1,184524.65,1,0,1,1,-1
850,France,Male,58,8,156652.13,1,0,0,25899.21,1,0,1,3,-1
732,France,Female,36,9,0.0,1,0,0,3749.0,1,0,0,1,-1
794,France,Male,33,0,0.0,2,0,0,178122.71,0,0,1,1,-1
614,Spain,Male,66,2,0.0,2,0,1,180082.7,0,2,1,1,-1
770,France,Female,68,2,183555.24,1,0,0,159557.28,1,0,0,3,-1
581,Germany,Female,43,5,93259.57,3,1,0,141035.65,1,1,0,1,-1
479,Germany,Male,51,1,107714.74,3,1,0,86128.21,1,1,1,2,-1
659,Spain,Male,60,2,0.0,1,1,0,177480.45,1,2,1,1,-1
590,Spain,Female,51,10,84474.62,2,1,1,190937.09,0,2,0,0,-1
704,France,Male,31,5,132084.66,3,1,1,54474.48,1,0,1,0,-1
791,Germany,Female,33,10,130229.71,2,0,0,54019.93,1,1,0,2,-1
486,Spain,Male,24,1,0.0,1,1,0,98802.76,0,2,1,1,-1
850,France,Female,37,9,0.0,1,0,0,100101.06,0,0,0,1,-1
606,Spain,Female,25,3,147386.72,3,1,0,45482.04,1,2,0,2,-1
367,Spain,Male,42,6,93608.28,1,1,0,168816.73,1,2,1,0,-1
434,Germany,Male,71,9,119496.87,1,1,0,125848.88,0,1,1,2,-1
719,Spain,Female,32,7,0.0,1,0,0,76264.27,0,2,0,1,-1
790,Germany,Female,25,5,152885.77,1,1,0,58214.79,0,1,0,3,-1
496,Spain,Female,44,0,179356.28,2,1,0,2919.21,1,2,0,2,-1
757,Germany,Male,31,1,127320.36,3,1,0,163170.32,0,1,1,2,-1
561,France,Female,22,6,186788.96,2,1,0,73286.8,0,0,0,2,-1
610,France,Female,27,9,159561.93,1,0,1,103381.47,0,0,0,0,-1
718,Spain,Female,49,10,82321.88,1,0,1,11144.4,0,2,0,0,-1
477,Germany,Female,39,4,182491.57,1,1,0,185830.72,0,1,0,2,-1
566,Spain,Male,63,2,120787.18,2,1,1,52198.84,0,2,1,0,-1
687,France,Female,61,7,80538.56,1,1,0,131305.37,1,0,0,0,-1
605,Germany,Male,75,2,61319.63,1,0,1,186655.11,0,1,1,0,-1
443,Germany,Male,59,4,110939.3,1,1,0,72846.58,1,1,1,2,-1
670,Spain,Female,57,3,175575.95,2,1,0,99061.75,1,2,0,2,-1
758,Germany,Male,32,4,162657.64,2,1,1,115525.13,0,1,1,3,-1
582,Spain,Male,25,9,148042.97,2,1,0,52341.15,0,2,1,2,-1
750,France,Male,36,7,136492.92,3,1,1,26500.29,1,0,1,0,-1
671,Spain,Male,58,1,178713.98,1,1,1,21768.21,0,2,1,0,-1
640,Germany,Female,30,5,32197.64,1,0,1,141446.01,0,1,0,1,-1
753,Germany,Male,32,5,159904.79,1,1,0,148811.14,0,1,1,3,-1
675,France,Male,32,1,0.0,3,1,0,85901.09,0,0,1,1,-1
580,Spain,Male,32,9,142188.2,2,0,1,128028.6,0,2,1,0,-1
706,Spain,Male,53,7,0.0,2,0,1,117939.17,0,2,1,1,-1
747,France,Female,21,4,81025.6,2,1,0,167682.57,0,0,0,1,-1
609,France,Male,25,10,0.0,1,0,1,109895.16,0,0,1,1,-1
632,Spain,Male,28,7,155519.59,1,1,0,1843.24,0,2,1,2,-1
850,France,Female,34,9,92899.27,2,1,0,97465.89,0,0,0,1,-1
644,Germany,Female,51,4,95560.04,1,0,0,72628.84,1,1,0,0,-1
598,Germany,Female,50,5,88379.81,3,0,1,64157.24,1,1,0,1,-1
675,France,Male,69,1,0.0,2,1,0,157097.09,0,0,1,1,-1
746,France,Male,58,3,0.0,3,1,1,80344.96,1,0,1,1,-1
491,France,Female,36,0,53369.13,1,1,1,103934.12,0,0,0,0,-1
786,Germany,Female,33,0,122325.58,1,0,0,34712.34,1,1,0,2,-1
520,Germany,Male,43,3,150805.17,3,0,1,25333.03,1,1,1,0,-1
695,Spain,Male,32,9,0.0,3,0,1,38533.79,0,2,1,1,-1
807,Spain,Female,28,7,165969.26,3,1,0,156122.13,1,2,0,3,-1
642,Germany,Female,36,2,124495.98,3,1,1,57904.22,1,1,0,0,-1
657,Spain,Female,22,6,0.0,3,0,1,168412.07,1,2,0,1,-1
690,France,Female,35,9,107944.33,2,0,0,48478.47,0,0,0,2,-1
446,Spain,Female,45,10,125191.69,1,1,1,128260.86,1,2,0,0,-1
850,France,Male,31,1,96399.31,2,1,0,106534.15,0,0,1,1,-1
499,France,Male,60,7,76961.6,2,1,1,83643.87,0,0,1,0,-1
850,Germany,Male,44,2,112755.34,2,0,0,158171.36,0,1,1,2,-1
628,Spain,Female,55,7,0.0,3,1,0,85890.75,1,2,0,1,-1
434,Spain,Male,55,6,0.0,1,0,1,73562.05,1,2,1,1,-1
493,France,Female,36,5,148667.81,2,1,0,56092.51,0,0,0,2,-1
605,France,Female,62,4,111065.93,2,0,1,125660.99,0,0,0,0,-1
660,France,Female,48,0,90044.32,2,0,1,187604.97,1,0,0,0,-1
607,France,Female,48,4,112070.86,3,1,0,173568.3,1,0,0,2,-1
699,France,Male,22,9,99339.0,1,1,0,68297.61,1,0,1,0,-1
719,Spain,Male,44,4,0.0,1,0,0,84972.9,1,2,1,1,-1
781,France,Male,29,9,0.0,2,0,0,172097.4,0,0,1,1,-1
575,Spain,Female,22,8,105229.34,1,1,1,34397.08,0,2,0,0,-1
744,Spain,Female,46,1,0.0,3,1,1,177431.59,1,2,0,1,-1
850,France,Female,71,4,0.0,2,1,1,107236.87,0,0,0,1,-1
650,Germany,Female,28,5,122034.4,3,0,1,146663.43,1,1,0,1,-1
678,Spain,Female,27,5,87099.85,2,1,0,149550.95,0,2,0,1,-1
720,France,Male,71,5,183135.39,2,1,1,197688.5,0,0,1,0,-1
525,France,Male,51,10,0.0,3,1,0,171045.35,1,0,1,1,-1
802,France,Female,60,3,92887.06,1,1,0,39473.63,1,0,0,0,-1
592,Germany,Female,70,5,71816.74,2,1,0,105096.82,1,1,0,1,-1
753,Germany,Female,46,9,113909.69,3,1,0,92320.37,1,1,0,2,-1
688,France,Male,20,8,137624.4,2,1,1,197582.79,0,0,1,0,-1
644,Spain,Male,18,8,0.0,2,1,0,59172.42,0,2,1,1,-1
723,Spain,Male,30,1,0.0,3,1,0,164647.72,1,2,1,1,-1
513,Germany,Male,34,7,60515.13,1,0,0,124571.09,0,1,1,1,-1
689,Germany,Male,47,2,118812.5,2,0,0,31121.42,0,1,1,2,-1
687,Germany,Female,47,1,91219.29,1,0,0,158845.49,1,1,0,0,-1
468,France,Female,22,1,76318.64,1,1,1,194783.12,0,0,0,0,-1
682,Spain,Female,58,4,0.0,1,1,0,176036.01,0,2,0,1,-1
697,France,Male,63,7,148368.02,1,0,0,118862.08,1,0,1,2,-1
519,France,Male,48,10,71083.98,1,1,0,137959.0,0,0,1,0,-1
615,France,Male,64,0,81564.1,2,0,1,35896.09,0,0,1,0,-1
755,France,Female,28,7,124540.28,1,0,1,188850.89,0,0,0,0,-1
751,France,Female,37,9,183613.66,2,0,0,49734.94,0,0,0,3,-1
712,Spain,Female,29,7,77919.78,1,1,0,122547.58,0,2,0,0,-1
771,France,Female,41,10,108309.0,4,1,1,137510.41,1,0,0,1,-1
678,Spain,Female,39,6,0.0,1,0,1,185366.56,0,2,0,1,-1
602,Germany,Male,38,2,71667.97,2,0,0,137111.89,0,1,1,1,-1
797,Germany,Male,32,1,151922.94,1,1,0,8877.06,0,1,1,3,-1
754,Spain,Male,40,2,160625.17,1,0,1,3554.63,0,2,1,3,-1
636,France,Female,20,10,124266.86,1,0,0,100566.81,0,0,0,2,-1
532,Spain,Female,37,5,0.0,2,0,1,6761.84,0,2,0,1,-1
542,Germany,Female,35,9,127543.11,2,1,0,468.94,1,1,0,2,-1
518,France,Female,28,9,85146.36,1,0,0,2803.89,0,0,0,0,-1
697,France,Female,49,7,195238.29,4,0,1,131083.56,1,0,0,0,-1
667,Germany,Female,42,10,64404.26,2,0,0,26022.37,0,1,0,1,-1
542,France,Male,67,10,129431.36,1,0,1,21343.74,0,0,1,0,-1
709,Germany,Male,23,8,73314.04,2,1,0,63446.47,0,1,1,1,-1
541,France,Male,37,9,212314.03,1,0,1,148814.54,0,0,1,0,-1
784,Spain,Female,42,2,109052.04,2,1,0,6409.55,0,2,0,2,-1
850,Spain,Female,55,7,0.0,1,0,0,171762.87,1,2,0,1,-1
516,Spain,Female,65,9,102541.1,1,1,0,181490.42,0,2,0,2,-1
621,France,Male,35,7,87619.29,1,1,0,143.34,0,0,1,0,-1
350,France,Male,51,10,0.0,1,1,1,125823.79,1,0,1,1,-1
749,Spain,Male,42,9,222267.63,1,0,0,101108.85,1,2,1,2,-1
450,Spain,Male,25,9,74237.2,2,0,1,195463.35,0,2,1,1,-1
634,Spain,Male,63,10,0.0,2,1,0,30772.86,1,2,1,1,-1
350,France,Female,60,3,0.0,1,0,0,113796.15,1,0,0,1,-1
727,France,Male,61,0,128213.96,2,1,1,188729.08,1,0,1,0,-1
649,Spain,Female,36,6,86607.39,1,0,0,19825.09,0,2,0,0,-1
761,Germany,Male,62,5,98854.34,1,0,0,86920.97,1,1,1,0,-1
603,Spain,Male,24,1,165149.13,2,1,0,21858.28,0,2,1,2,-1
438,France,Male,60,7,78391.17,1,0,1,49424.6,0,0,1,0,-1
